iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
0,0.0,0.0,0.010191082802547772,0.022787953910825887,0.4260163560819733,0.002703771841070156,0.42538970976381096,0.002490944044864339
1,0.0,0.0,0.0,0.0,0.27904936575933414,0.003652319689540111,0.2778232316134125,0.004227591199752309
2,0.0,0.0,0.0,0.0,0.21844972807653013,0.007503133870826616,0.21567745107071784,0.0069523059153898835
3,0.0,0.0,0.0,0.0,0.18956668200526583,0.008005363723601283,0.18594841447668198,0.007021784908509665
4,0.0,0.0,0.0,0.0,0.17468506411273738,0.007353587992162395,0.1703631716515954,0.006014261056348705
5,0.0,0.0,0.0,0.0,0.16550595468959178,0.006219060564501803,0.160752790634386,0.0035854309512895147
6,0.0,0.0,0.0,0.0,0.16113086814660654,0.006406552375694671,0.1556843769661011,0.0036433433192960517
7,0.0,0.0,0.0,0.0,0.15846161951200127,0.007114169533770769,0.1527119277963749,0.0033509054944859708
8,0.0,0.0,0.0,0.0,0.15698162184724918,0.006555682358207754,0.1506289495886553,0.0028409982000483554
9,0.0,0.0,0.002631578947368421,0.005884389414473131,0.15544832148029145,0.006713728309902826,0.14881987088043844,0.002085010525114747
10,0.0,0.0,0.0,0.0,0.15484259723732544,0.006918626215462074,0.14760418789636348,0.0021136692997508456
11,0.010256410256410255,0.022934030538459375,0.007894736842105262,0.017653168243419393,0.15453402477416908,0.007319773838945042,0.14660522897878236,0.00209873921657848
12,0.010256410256410255,0.022934030538459375,0.007894736842105262,0.017653168243419393,0.1535856856228188,0.00748670722375342,0.14534738166062594,0.0020476555348292284
13,0.010256410256410255,0.022934030538459375,0.010492139439507858,0.01714941180760157,0.1532457818227754,0.007681963478333902,0.1446674263435462,0.002171091914488354
14,0.010256410256410255,0.022934030538459375,0.010509115927072581,0.017152540681390067,0.1530952443354555,0.00776220866759958,0.1439822377031472,0.002319424464712051
15,0.010256410256410255,0.022934030538459375,0.010509115927072581,0.017152540681390067,0.1529658963745634,0.00800021228886413,0.14348359610553235,0.002253253500766095
16,0.010256410256410255,0.022934030538459375,0.01813154587348136,0.025264968079819632,0.1530500012692661,0.007807848932053666,0.1430988406051834,0.0022500333799442525
17,0.010256410256410255,0.022934030538459375,0.01813154587348136,0.025264968079819632,0.1530435279969595,0.007938212490636178,0.1425747671846685,0.0022944035321493155
18,0.02078272604588394,0.028461919193444676,0.02585912983263977,0.030164949649252103,0.15298301065492792,0.00829261802320354,0.1422083154600346,0.0023530635176439965
19,0.02078272604588394,0.028461919193444676,0.028208372946214096,0.03302638271027906,0.1525351804456929,0.00863947666254684,0.14160668600368292,0.0024458926607859475
20,0.02078272604588394,0.028461919193444676,0.03082252421843438,0.03204870987480143,0.152603502457575,0.008665592169653772,0.1412272116999071,0.0025345056706756277
21,0.010256410256410255,0.022934030538459375,0.04612164584356997,0.02994374044666594,0.1522409275388173,0.008726122873638886,0.14085605650098665,0.002502887299959587
22,0.010256410256410255,0.022934030538459375,0.046037837596838486,0.03618377078128082,0.15255649441903768,0.008941519990776251,0.14042033617039573,0.002587267559499877
23,0.010256410256410255,0.022934030538459375,0.04868684421935505,0.032240736757742326,0.15232359930329734,0.009193415189735266,0.1400153044337591,0.002671699345589595
24,0.010256410256410255,0.022934030538459375,0.0562982141473654,0.029733225405835024,0.1522955918561964,0.009417395706533441,0.13960800355238084,0.0026880547033018717
25,0.02078272604588394,0.028461919193444676,0.06111626564749819,0.02595851178406187,0.15214647291146083,0.009602241690624532,0.13928514725393104,0.0027485524624024787
26,0.02078272604588394,0.028461919193444676,0.05864223202818848,0.02933391192083754,0.15224180802648207,0.009536688641405146,0.138919146403537,0.0027650994266925594
27,0.02078272604588394,0.028461919193444676,0.06117260488114198,0.02771264027167288,0.15243022293913092,0.009513247584245519,0.13842625077661272,0.002320052074978677
28,0.02078272604588394,0.028461919193444676,0.06372965544249809,0.026027261672642108,0.15227567670514555,0.009464945985159628,0.13786936536731706,0.0024059743128587953
29,0.02078272604588394,0.028461919193444676,0.06618814482595241,0.02909368532508658,0.15220305193243133,0.009510977639329102,0.1375225861718538,0.002390539532941797
30,0.03078272604588394,0.028116057565510073,0.06870176024279365,0.028081106559860024,0.1519970736161068,0.009830211068412725,0.13714279936265733,0.0023804469776031933
31,0.03078272604588394,0.028116057565510073,0.06851609925136352,0.02474607966020135,0.1519395341284751,0.00997730912645479,0.13685443337213385,0.0024624227650546534
32,0.03078272604588394,0.028116057565510073,0.06862628262895679,0.019591436178454935,0.15194032971596677,0.009958480566678123,0.13659466899877584,0.002398704655213034
33,0.03078272604588394,0.028116057565510073,0.07104647210431703,0.021387358108442195,0.151975781718633,0.010073094776430161,0.13636967904769276,0.0024423828388680643
34,0.03053882360685955,0.02791222465254005,0.08106993958079371,0.019961994034512154,0.15206975749262183,0.010083858009354716,0.13607714895747486,0.0024252972441158862
35,0.03053882360685955,0.02791222465254005,0.08342046351751038,0.020116014830753284,0.15188898026012776,0.01023901020051547,0.13579345401384313,0.0024460693189795176
36,0.03053882360685955,0.02791222465254005,0.08354315349527282,0.02023452498724152,0.15190699769871463,0.010383317491798778,0.13553415044307862,0.002496920571059863
37,0.01975609756097561,0.027055586466975378,0.08845985532312776,0.01701234284111297,0.15189360289667184,0.010524859671347718,0.13529579689726567,0.002532342796698519
38,0.01975609756097561,0.027055586466975378,0.09332840449547442,0.01635589287790698,0.1521715658263712,0.010704903622236934,0.13501616025561874,0.002605096650429154
39,0.029047619047619044,0.042870368329717246,0.09829773076339475,0.013255173902870754,0.15251797214849397,0.011048562100086479,0.13472911590345008,0.002715359908703656
40,0.029047619047619044,0.042870368329717246,0.10055707459226149,0.01488727242936034,0.1523955359753026,0.011027302795188947,0.134371815211481,0.0028279284217112366
41,0.029047619047619044,0.042870368329717246,0.10289933273772141,0.013867340959409967,0.15231891261895458,0.011261183884380292,0.13407982708222524,0.002875995478564106
42,0.029047619047619044,0.042870368329717246,0.1028119464131602,0.018128673443466848,0.15225823005403644,0.011239893619569693,0.13387232966294849,0.002876506561936172
43,0.029047619047619044,0.042870368329717246,0.1076861236185818,0.01604368053993932,0.15224271583263943,0.011384631760862116,0.13367011455861752,0.0029006778865099353
44,0.029047619047619044,0.042870368329717246,0.10757606072550004,0.016213056139367868,0.15199872538277256,0.01152746838387628,0.1333848580359836,0.0028580799836774237
45,0.029047619047619044,0.042870368329717246,0.10979304185757552,0.01561126284783726,0.152079510583406,0.011519600097034368,0.13315750019408426,0.0029048751539268018
46,0.029047619047619044,0.042870368329717246,0.11208243284964496,0.018541500915700955,0.15211417819247108,0.011654166296811604,0.13290917497394597,0.003039884580414498
47,0.029047619047619044,0.042870368329717246,0.10999305963388199,0.01615414544561693,0.152182308644552,0.011799346476030951,0.13272897148644117,0.003078179985550005
48,0.029047619047619044,0.042870368329717246,0.11439471900642248,0.01320507637758595,0.15214855645320755,0.0119503338540357,0.13246714133496157,0.003088681777966286
49,0.0293040293040293,0.04303054990648619,0.11686385480889164,0.01614917678372586,0.15222278595352937,0.011921334112487206,0.1322876608675517,0.0031251830717301888
50,0.039830345093502986,0.04042877910421864,0.11897165366465796,0.019565453352632448,0.1525346491941501,0.012142481864773668,0.13193826564243438,0.0030465175881655288
51,0.039830345093502986,0.04042877910421864,0.11669722601240598,0.01590740205973697,0.15263572391675276,0.012011968752116998,0.13172889722659042,0.003023871723217157
52,0.04843329253365973,0.057033209074300074,0.12127107311110245,0.024258601823540563,0.15267971313007847,0.012046584410551502,0.13148061576848485,0.0029345236610166395
53,0.04843329253365973,0.057033209074300074,0.11931435218465629,0.02188020124843302,0.15279593206742992,0.012061631180314026,0.1312298752722726,0.0029804257725371433
54,0.058946113046480245,0.05031536352957794,0.1308407059873866,0.02707445373046089,0.15272074716084752,0.01209145884258799,0.13103475302314332,0.002972753210181055
55,0.058689702790069985,0.050367423979363356,0.131038764952253,0.016629928604182068,0.15274317927111367,0.012157928762000059,0.13081273624367903,0.0029312440767501327
56,0.058689702790069985,0.050367423979363356,0.13359822466473129,0.019756884795799103,0.15275426682338816,0.01213507673319425,0.13066885470537737,0.0029128073136138314
57,0.0481633870005963,0.057011563129470526,0.13753505440007546,0.015358395352023744,0.15281912768565595,0.01213518409028185,0.1305228627324592,0.0029191379962258458
58,0.04882783882783883,0.058346428395434025,0.1351846306388621,0.02215963663561722,0.1527702222089544,0.012238522727758019,0.13029429035367016,0.002879162861858576
59,0.04882783882783883,0.058346428395434025,0.1351846306388621,0.02215963663561722,0.15269319640178516,0.012141061199806444,0.13008249610697759,0.0028908565041319547
60,0.04857142857142858,0.05833576282598692,0.139804762003126,0.019890937154449534,0.15279981608018334,0.012285296870020663,0.1299309877812398,0.0028913340350041096
61,0.04857142857142858,0.05833576282598692,0.14433680664190912,0.02276607899790406,0.1530634362756807,0.012436285193585398,0.1297020964147953,0.002874481036694251
62,0.04857142857142858,0.05833576282598692,0.14440435839026683,0.021569584053641382,0.15330474197623634,0.01259624989532582,0.1294304705229062,0.002919748699011216
63,0.04857142857142858,0.05833576282598692,0.14876304324872724,0.0198365582876582,0.1535734764652823,0.012711040554393059,0.12916876535296212,0.0029746066178624585
64,0.04857142857142858,0.05833576282598692,0.14876304324872724,0.0198365582876582,0.15352588180173593,0.012586293588483578,0.12898319629671604,0.002947665717617101
65,0.04766307430516166,0.05698832447176915,0.15083887657058387,0.023745709822813987,0.15351266972672084,0.012631750607309875,0.12881781693953634,0.00296381783699213
66,0.0569545957918051,0.06087106999748425,0.15103847736898707,0.023915602359824463,0.1535526333994673,0.012650737040202129,0.1286452832904366,0.002995272156126036
67,0.0569545957918051,0.06087106999748425,0.15321982895153627,0.026199550425099017,0.15336687167443241,0.012708854492690654,0.1283957828275602,0.003018215705232062
68,0.0569545957918051,0.06087106999748425,0.15279966088430938,0.02570348842020071,0.15380992159831383,0.012728824342642208,0.1281719953291866,0.0031343278567879033
69,0.0569545957918051,0.06087106999748425,0.15279966088430938,0.02570348842020071,0.15380706759146995,0.012784332469480679,0.12801419787646423,0.0031118292197197446
70,0.0569545957918051,0.06087106999748425,0.1484579241896315,0.022315697835938092,0.1538752544263014,0.012813529388764712,0.1278019775585509,0.0031242718581157083
71,0.0569545957918051,0.06087106999748425,0.15300850181713221,0.025946985104543577,0.1540353973856102,0.012949736283761771,0.1276494456199102,0.0030994617160680473
72,0.0569545957918051,0.06087106999748425,0.15731695807534748,0.0237253668172189,0.15400907891995583,0.012979589557799306,0.12751975744383107,0.0031025625667798805
73,0.055714285714285716,0.058795544897324005,0.15511340397843465,0.01965205586311367,0.15394764468415334,0.012910285424520438,0.1273917965944105,0.0031101687849474867
74,0.05597069597069597,0.058767183250588086,0.15528090161141134,0.024550424297598242,0.15387513228094452,0.012921964092892091,0.1271760221698555,0.0032063010010964497
75,0.05597069597069597,0.058767183250588086,0.15754254240963747,0.02255662807214151,0.1539514543999267,0.012972479745374651,0.12700544596968208,0.003216850901821285
76,0.05597069597069597,0.058767183250588086,0.16191855041621045,0.017134949467211294,0.15395527147059856,0.01315669929749858,0.12686777794503787,0.0031613762067885065
77,0.05597069597069597,0.058767183250588086,0.16191855041621045,0.017134949467211294,0.15394878138571294,0.013162604370276375,0.12672036357496078,0.003147909507368171
78,0.05597069597069597,0.058767183250588086,0.16842788468884168,0.02010178978342556,0.1540561285936795,0.013164627537567008,0.12659937817133868,0.0031358361390480686
79,0.05597069597069597,0.058767183250588086,0.1684651360277431,0.018767447156352594,0.15416955999695864,0.013192975518174017,0.12640143483767569,0.0031613824049436007
80,0.055527728085867624,0.058404429951440094,0.16628378444519393,0.01791354524697032,0.1544105193591335,0.013180380487808584,0.12619429941080385,0.003209124724845195
81,0.054948017940940085,0.05744559174103679,0.161866113762463,0.020353023257214314,0.15452004573321723,0.013075608534469277,0.12600458871480927,0.0032405097130909395
82,0.055527728085867624,0.058404429951440094,0.161866113762463,0.020353023257214314,0.15458747123115052,0.01336932988886766,0.12584413745875517,0.0032809143651329384
83,0.055527728085867624,0.058404429951440094,0.1640474653450122,0.021671611788174217,0.1545891700783312,0.013391010982383404,0.1256313204962964,0.0033116752265669657
84,0.05597069597069597,0.058767183250588086,0.16645710389922905,0.019529631296063544,0.1544396249898839,0.013700229186660803,0.1254931019104767,0.003316476408814574
85,0.05597069597069597,0.058767183250588086,0.16428747865268073,0.018573240537243692,0.15435229294319783,0.013788513473199093,0.12539026274586754,0.0032927542975622055
86,0.05597069597069597,0.058767183250588086,0.16428747865268073,0.018573240537243692,0.15459146279671399,0.013857890565576294,0.1252451418790676,0.0033245233053816473
87,0.055714285714285716,0.058795544897324005,0.16645710389922905,0.019529631296063544,0.15458442383964105,0.014131895763880124,0.1251371735360914,0.0033291860587230425
88,0.055714285714285716,0.058795544897324005,0.16841186643741343,0.02335997028443863,0.1547148210155322,0.014191939846516302,0.12488149872478031,0.0035104112020695973
89,0.055714285714285716,0.058795544897324005,0.17305065084609725,0.019169209414505086,0.15487054822552934,0.014140032277733583,0.12469967580558734,0.003510683397575802
90,0.055714285714285716,0.058795544897324005,0.17077843998492934,0.021684000227043854,0.15509117388831622,0.013991970733901363,0.12452157207799179,0.003546077387599585
91,0.055714285714285716,0.058795544897324005,0.1753731976785588,0.011597269888367328,0.1552363086067054,0.013951209682764846,0.12440495418505042,0.003547755458124195
92,0.055714285714285716,0.058795544897324005,0.1774807841991008,0.01480146874626283,0.15522018618733963,0.014142148503841073,0.12421324656018251,0.0036900534805043394
93,0.055714285714285716,0.058795544897324005,0.17536176115128518,0.011332868172020227,0.15541639141742056,0.01416414808737177,0.124083196803135,0.003655209236266616
94,0.05502741539043297,0.05846058002562831,0.17949664387745612,0.012033064041947632,0.15554655945012072,0.014262458875245134,0.12388475095153073,0.0037303959950255954
95,0.05502741539043297,0.05846058002562831,0.17949664387745612,0.012033064041947632,0.15543836472876976,0.014223497744339706,0.1236979511539795,0.00373205419427644
96,0.05444770524550544,0.05749637291686447,0.18162682139224903,0.014830767980072015,0.1554205254225966,0.014266444918654855,0.12359875624551615,0.0037140422890571687
97,0.05444770524550544,0.05749637291686447,0.18162682139224903,0.014830767980072015,0.1552927686171682,0.01426162988616357,0.12342162481658589,0.0038186078367079324
98,0.05444770524550544,0.05749637291686447,0.18162682139224903,0.014830767980072015,0.1553000100457902,0.014260021477145819,0.12331324625923412,0.003772756372261062
99,0.05389266361738333,0.05658562782898254,0.17896150652778364,0.01965436084770107,0.1554077848545157,0.014231194302613461,0.1232033766139726,0.0037838900220895483
100,0.05389266361738333,0.05658562782898254,0.17699918315302932,0.018608964583209844,0.15547845071229147,0.014095125128539537,0.1230595427378955,0.0037672977712311473
101,0.05389266361738333,0.05658562782898254,0.17482955790648097,0.019158111378830698,0.15577395108244302,0.01393425896033878,0.12282609086106533,0.003734132595158433
102,0.05444770524550544,0.05749637291686447,0.1748424464636803,0.019237590342482205,0.15567084022247588,0.013933590185107382,0.1227295736921666,0.003714109820992163
103,0.05389266361738333,0.05658562782898254,0.17914485464796515,0.019212807020302772,0.1554786235854131,0.014003150302791595,0.12255037868800882,0.0036861603156581875
104,0.05444770524550544,0.05749637291686447,0.18106722540159073,0.019563183549742527,0.15557311112603284,0.01414941338562244,0.12237033073788908,0.0037788214531286573
105,0.05389266361738333,0.05658562782898254,0.17914328339667707,0.019288421127461573,0.15579934308176288,0.014015910551553573,0.12220576367167328,0.0037180962739597335
106,0.05389266361738333,0.05658562782898254,0.17684284631363129,0.024015810204007376,0.1557759084692286,0.013941510983678131,0.12205723176372937,0.0037255952432889163
107,0.05389266361738333,0.05658562782898254,0.17896186936144692,0.025681950506340794,0.15585386345646485,0.013876774947929283,0.12184766948050521,0.003712767968239449
108,0.05444770524550544,0.05749637291686447,0.176831691846654,0.02387914322026611,0.15579622650075403,0.014055314628339123,0.12175516752174136,0.00374229691117592
109,0.05444770524550544,0.05749637291686447,0.18083589437291755,0.022536453576777513,0.15584614264304072,0.014051129209177945,0.12161074389163803,0.0038237628073830225
110,0.05444770524550544,0.05749637291686447,0.18126646479576258,0.02250567118673421,0.15604295070720353,0.014186696763764007,0.12139455698751052,0.0037717814629871305
111,0.05444770524550544,0.05749637291686447,0.18791387789033964,0.02343243669386781,0.15614669271147832,0.014390195854682179,0.12127726602524384,0.0037973795817107547
112,0.05444770524550544,0.05749637291686447,0.1923620653853155,0.01982663928580307,0.15591897404963195,0.014512269625318413,0.12105816582219422,0.0038249589292292147
113,0.05444770524550544,0.05749637291686447,0.1923620653853155,0.01982663928580307,0.1561234084857312,0.014409635892308342,0.1209692755160019,0.0038300964581200205
114,0.05444770524550544,0.05749637291686447,0.1921675419676887,0.02023021132143566,0.15606663293056736,0.014516374005391889,0.12083943282480916,0.0038458036534961717
115,0.05444770524550544,0.05749637291686447,0.1942977194824816,0.020419117102385836,0.15605273393810223,0.014537907641655072,0.12065993906135863,0.0038560898039489517
116,0.05444770524550544,0.05749637291686447,0.19615818459876067,0.021465535876157488,0.15607955950194669,0.014653951926611486,0.12051032006205502,0.003883881050777126
117,0.05444770524550544,0.05749637291686447,0.20029821049193447,0.018121865221803327,0.1561176949423543,0.01462130611821489,0.12030528798158169,0.003968852651929301
118,0.05444770524550544,0.05749637291686447,0.20029821049193447,0.018121865221803327,0.1561156769930956,0.014562612839045981,0.12021513290412116,0.003965340509031543
119,0.05444770524550544,0.05749637291686447,0.19591621659230818,0.02128639986132204,0.156151904813416,0.014632903938736005,0.12010347221833159,0.003983461691851303
120,0.05444770524550544,0.05749637291686447,0.1983109316673269,0.023048856019596355,0.1560927972226973,0.014772597296556538,0.11990976713406169,0.003994758363575311
121,0.05444770524550544,0.05749637291686447,0.19557547116286192,0.027774234425937558,0.15624462981277132,0.014838569348872515,0.11979026879881594,0.004017629068369455
122,0.05444770524550544,0.05749637291686447,0.1958066693132767,0.02780087305799244,0.15635262071153394,0.014705033041115853,0.11967595663590624,0.003994280445779784
123,0.05444770524550544,0.05749637291686447,0.19557547116286192,0.027774234425937558,0.15653886160687644,0.014568051781898576,0.11950018310875396,0.00404968414293427
124,0.05444770524550544,0.05749637291686447,0.19592981648350904,0.021455233574646085,0.15641027959036086,0.014691574768958857,0.11936796298249705,0.004024535130418076
